Isolate K_2 K_3 K_4 K_5 K_6 K_7 K_8 K_9 K_10 K_11 K_12 K_13 K_14 K_15 K_16 K_17 K_18 K_19 K_20 K_21 K_22 K_23 K_24 K_25 K_26 K_27 K_28 K_29 K_30 K_31 K_32 K_33 K_34 K_35 K_36 K_37 K_38 K_39 K_40 K_41 K_42 K_43 K_44 K_45 K_46 K_47 K_48 K_49 K_50
11679_7#40 2 2 3 3 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
11679_7#41 1 3 4 4 4 4 4 5 9 9 10 10 10 10 10 10 10 10 11 11 12 13 13 13 13 13 13 13 14 14 14 14 14 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15
11679_7#42 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
11679_7#43 1 3 4 4 4 6 7 8 8 8 8 8 8 8 8 8 8 8 9 9 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
11679_7#44 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
11679_7#45 1 3 4 4 4 6 7 8 8 8 8 8 8 8 8 8 8 8 9 9 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
11679_7#46 2 2 3 3 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
11679_7#47 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_7#48 2 2 3 3 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
11679_7#49 1 3 4 4 4 4 4 5 9 9 10 10 10 10 10 10 10 10 11 11 12 13 13 13 13 13 13 13 14 14 14 14 14 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15
11679_7#5 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
11679_7#50 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_7#51 2 2 3 3 5 5 6 7 7 7 9 9 9 9 9 9 9 9 10 10 11 12 12 12 12 12 12 12 13 13 13 13 13 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14
11679_7#52 2 2 3 3 5 5 6 7 7 7 9 9 9 9 9 9 9 9 10 10 11 12 12 12 12 12 12 12 13 13 13 13 13 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14
11679_7#53 1 3 4 5 6 7 8 9 10 10 11 11 11 12 14 14 14 14 15 15 16 17 17 17 17 17 17 17 18 18 18 19 20 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22
11679_7#54 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
11679_7#55 2 2 3 3 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
11679_7#56 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
11679_7#57 2 2 3 3 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
11679_7#58 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
11679_7#59 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_7#6 2 2 3 3 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
11679_7#60 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_7#61 1 3 4 5 6 7 8 9 10 10 11 11 11 12 14 14 14 14 15 15 16 17 17 17 17 17 17 17 18 18 18 19 20 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22
11679_7#62 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 11 11 11 12 12 13 14 14 14 14 14 14 14 15 15 15 15 16 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17
11679_7#63 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_7#64 1 3 4 4 4 6 7 8 8 11 12 13 13 14 15 16 17 17 18 19 20 21 21 22 22 22 23 23 24 24 24 25 26 27 27 28 28 28 28 29 29 29 29 29 29 29 30 30 31
11679_7#65 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 19 20 21 22 23 23 24 24 24 25 25 26 26 27 28 29 30 30 31 31 32 32 33 34 34 34 34 34 34 35 35 36
11679_7#66 2 2 3 3 5 5 6 7 7 7 7 7 7 7 7 7 7 7 7 7 8 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
11679_7#67 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 11 11 11 12 12 13 14 14 14 14 14 14 14 15 15 15 15 16 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17
11679_7#68 2 2 3 3 5 5 6 7 7 7 9 9 9 9 9 9 9 9 10 10 11 12 12 12 12 12 12 12 13 13 13 13 13 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14
11679_7#69 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 11 11 11 12 12 13 14 24 25 26 26 27 27 28 28 29 30 31 32 32 33 33 34 35 36 37 37 37 37 37 37 38 38 39
11679_7#70 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
11679_7#71 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_7#72 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_7#73 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 8 8 9 9 9 9 9 9 9 9 9 9 9 18 19 20 20 20 20 20 20 20 20 20 20 20 20 20 24 24 25
11679_7#74 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_7#75 1 3 4 4 4 6 7 8 8 11 12 13 13 14 15 16 17 17 18 19 20 21 21 22 22 22 23 23 24 24 24 25 26 27 27 28 28 28 28 29 29 29 29 29 29 29 30 30 31
11679_7#76 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 8 8 9 9 9 9 9 9 9 9 9 9 9 18 19 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 21
11679_7#77 1 3 4 4 4 6 7 8 8 8 8 12 12 13 13 13 13 13 14 14 15 16 16 16 16 16 16 16 17 17 17 17 18 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 20
11679_7#78 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 15 15 15 16 17 18 19 19 19 19 19 20 20 21 21 21 22 23 24 24 25 25 25 25 25 25 25 25 25 25 25 26 26 27
11679_7#79 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_7#8 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
11679_7#80 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_7#81 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
11679_7#82 1 3 4 4 4 6 7 8 8 8 8 8 8 8 8 8 16 16 17 18 19 20 20 21 21 21 22 22 23 23 23 24 25 26 26 27 38 39 40 41 42 42 43 44 44 44 45 45 46
11679_7#83 1 3 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
11679_7#84 1 3 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
11679_7#85 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
11679_7#86 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13
11679_7#87 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
11679_7#88 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7
11679_7#89 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 8 8 9 9 9 9 9 9 9 9 9 9 9 18 19 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 21
11679_7#9 1 3 4 4 4 6 7 8 8 8 8 8 8 8 8 8 8 8 9 9 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
11679_7#90 1 3 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
11679_7#91 2 2 3 3 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
11679_7#92 1 3 4 4 4 6 7 8 8 8 8 12 12 13 13 13 13 13 14 14 15 16 16 16 16 16 16 16 17 17 17 17 18 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 20
11679_7#93 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
11679_7#94 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_7#95 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 11 11 11 11 15 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16
11679_7#96 2 2 3 3 5 5 6 7 7 7 9 9 9 9 9 9 9 9 10 10 11 12 12 12 12 12 12 12 13 13 13 13 13 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14
11679_8#1 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
11679_8#10 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_8#11 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
11679_8#12 2 2 3 3 5 5 6 7 7 7 9 9 9 9 9 9 9 9 10 10 11 12 12 12 12 12 12 12 13 13 13 13 13 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14
11679_8#13 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 11 11 11 12 12 13 14 14 14 14 14 14 14 15 15 15 15 16 17 17 17 17 17 17 17 17 17 42 42 42 42 43 43 44
11679_8#14 2 2 3 3 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
11679_8#15 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 11 11 11 11 15 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16
11679_8#16 2 2 3 3 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
11679_8#17 2 2 3 3 5 5 6 7 7 7 9 9 9 9 9 9 9 9 10 10 11 12 12 12 12 12 12 12 13 13 13 13 13 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14
11679_8#18 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_8#19 1 3 4 4 4 6 7 8 8 8 8 8 8 8 8 8 8 8 9 9 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
11679_8#2 1 3 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
11679_8#20 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 8 8 9 9 9 9 9 9 9 9 9 9 9 18 19 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 21
11679_8#21 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_8#22 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 11 11 11 12 12 13 14 14 14 14 14 14 14 15 29 30 31 32 33 33 34 34 35 36 37 38 38 38 38 38 38 39 39 40
11679_8#23 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 8 8 9 9 9 9 9 9 9 9 9 9 9 18 19 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 21
11679_8#24 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 15 15 15 16 17 18 19 19 19 19 19 20 20 21 21 21 22 23 24 24 25 25 25 25 25 25 25 25 25 25 25 26 26 27
11679_8#25 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 11 11 11 12 12 13 14 24 25 26 26 27 27 28 28 29 30 31 32 32 33 33 34 35 36 37 37 37 37 37 37 38 38 39
11679_8#26 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 19 20 21 22 23 23 24 24 24 25 25 26 26 27 28 29 30 30 31 31 32 32 33 34 34 34 34 34 34 35 35 36
11679_8#27 2 2 3 3 5 5 6 7 7 7 9 9 9 9 9 9 9 9 10 10 11 12 12 12 12 12 12 12 13 13 13 13 13 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14
11679_8#28 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
11679_8#29 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 19
11679_8#3 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 8 8 9 9 9 9 9 9 9 9 9 9 9 18 19 20 20 20 20 20 20 20 20 20 20 20 20 20 24 24 25
11679_8#30 2 2 3 3 5 5 6 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
11679_8#31 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 11 11 11 12 12 13 14 14 14 14 14 14 14 15 29 30 31 32 33 33 34 34 35 36 37 38 38 38 38 38 38 39 39 40
11679_8#32 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 11 11 11 12 16 17 18 18 18 18 18 19 19 20 20 20 21 22 23 23 24 24 24 24 24 24 24 24 24 24 24 25 25 26
11679_8#33 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 19 20 21 22 23 23 24 24 24 25 25 26 26 27 28 29 30 30 31 31 32 32 33 34 34 34 34 34 34 35 35 36
11679_8#34 1 3 4 5 6 7 8 9 10 10 11 11 14 15 16 17 18 18 19 20 21 22 22 23 23 23 24 24 25 25 26 27 28 29 29 30 30 31 31 32 33 33 33 33 33 33 34 34 35
11679_8#35 1 3 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
11679_8#36 1 3 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
11679_8#37 2 2 3 3 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
11679_8#38 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_8#39 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_8#4 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 11 11 11 12 12 13 14 14 14 14 14 14 14 15 15 15 15 16 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17
11679_8#40 1 3 4 4 4 4 4 5 9 9 10 10 10 10 10 10 10 10 11 11 12 13 13 13 13 13 13 13 14 14 14 14 14 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15
11679_8#41 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_8#42 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_8#43 1 3 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
11679_8#44 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7
11679_8#45 2 2 3 3 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
11679_8#46 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_8#47 1 3 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
11679_8#48 1 3 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
11679_8#49 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 19 20 21 22 23 23 24 24 24 25 25 26 26 27 28 29 30 30 31 31 32 32 33 34 34 34 34 34 34 35 35 36
11679_8#5 1 3 4 4 4 6 7 8 8 8 8 8 8 8 8 8 8 8 9 9 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
11679_8#50 1 3 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
11679_8#52 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11
11679_8#53 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 8 8 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
11679_8#54 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
11679_8#55 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7 7 7 7 7 7 7 29 30 31 32 33 34 35 36 37 37 38 39 40 41 41 41 41 41 41 42 42 43
11679_8#56 1 3 4 5 6 7 8 9 10 10 11 11 14 15 16 17 18 18 19 20 21 22 22 23 23 23 24 24 25 25 26 27 28 29 29 30 30 31 31 32 33 33 33 33 33 33 34 34 35
11679_8#57 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
11679_8#58 1 3 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
11679_8#59 1 3 4 5 6 7 8 9 10 10 11 11 11 12 14 14 14 14 15 15 16 17 17 20 20 20 21 21 22 22 22 23 24 25 25 26 26 26 26 26 26 26 26 26 26 26 27 27 28
11679_8#6 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13
11679_8#60 2 2 3 3 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
11679_8#61 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 11 11 11 12 12 13 14 14 14 14 14 14 14 15 15 15 15 16 17 17 17 17 17 17 17 17 17 42 42 42 42 43 43 44
11679_8#62 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 15 15 15 16 17 18 19 19 19 19 19 20 20 21 21 21 22 23 24 24 25 25 25 25 25 25 25 25 25 25 25 26 26 27
11679_8#63 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 19 20 21 22 23 23 24 24 24 25 25 26 26 27 28 29 30 30 31 31 32 32 33 34 34 34 34 34 34 35 35 36
11679_8#64 1 3 4 4 4 6 7 8 8 8 8 12 12 13 13 13 13 13 14 14 15 16 16 16 16 16 16 16 17 17 17 17 18 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 20
11679_8#65 1 3 4 4 4 6 7 8 8 8 8 8 8 8 8 8 16 16 17 18 19 20 20 21 25 27 28 28 29 30 31 32 33 34 34 35 35 36 37 38 39 39 39 39 39 39 40 40 41
11679_8#66 1 3 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
11679_8#67 2 2 3 3 5 5 6 7 7 7 9 9 9 9 9 9 9 9 10 10 11 12 12 12 12 12 12 12 13 13 13 13 13 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14
11679_8#68 1 3 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
11679_8#69 1 3 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
11679_8#7 2 2 3 3 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
11679_8#70 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
11679_8#71 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 11 11 11 11 15 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16
11679_8#72 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 15 15 15 16 17 18 19 19 19 19 19 20 20 21 21 21 22 23 24 24 25 25 25 25 25 25 25 25 25 25 25 26 26 27
11679_8#73 1 3 4 4 4 6 7 8 8 11 12 13 13 14 15 16 17 17 18 19 20 21 21 22 22 22 23 23 24 24 24 25 26 27 27 28 28 28 28 29 29 29 29 29 29 29 30 30 31
