Isolate K_2 K_3 K_4 K_5 K_6 K_7 K_8 K_9 K_10 K_11 K_12 K_13 K_14 K_15 K_16 K_17 K_18 K_19 K_20 K_21 K_22 K_23 K_24 K_25 K_26 K_27 K_28 K_29 K_30 K_31 K_32 K_33 K_34 K_35 K_36 K_37 K_38 K_39 K_40 K_41 K_42 K_43 K_44 K_45 K_46 K_47 K_48 K_49 K_50
EM_079913_2014-06-09 1 2 2 2 2 7 8 9 10 11 12 13 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 27 28 28 28 28 29 30 30 31 32 33 34 35 35 35 36 36 37 38 39 40 40
EM_079914_2014-06-10 1 2 2 2 2 7 8 9 10 11 12 13 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 27 28 28 28 28 29 30 30 31 32 33 34 35 35 35 36 36 37 38 39 40 40
EM_079915_2014-06-10 1 2 2 2 2 7 8 9 10 11 12 13 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 27 28 29 29 29 30 31 31 32 33 34 35 36 36 36 37 37 38 39 40 41 41
EM_079983_2014-06-13 1 2 2 2 2 7 8 9 10 11 12 13 13 14 15 16 17 18 19 20 21 22 22 23 24 25 26 26 27 27 27 27 28 29 29 30 31 32 33 33 33 33 34 34 35 36 37 38 38
EM_080003_2014-06-14 1 2 2 2 2 2 4 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 10 10 10 10
EM_080011_2014-06-15 1 2 2 2 2 7 8 9 10 11 12 13 13 14 15 16 17 18 19 20 21 22 22 23 24 25 26 26 27 27 27 27 28 29 29 30 31 32 33 33 33 33 34 34 35 36 37 38 38
EM_080063_2014-06-20 1 2 2 2 2 7 8 9 10 11 12 13 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 27 28 28 28 28 29 30 30 31 32 33 34 35 35 35 36 36 37 38 39 40 40
EM_080064_2014-06-20 1 2 2 2 2 7 8 9 10 11 12 13 13 14 15 16 17 18 19 20 21 22 22 23 24 25 26 26 27 27 27 27 28 29 29 30 31 32 33 33 33 33 34 34 35 36 37 38 38
EM_080065_2014-06-20 1 2 2 2 2 2 4 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 10 10 10 10
EM_080066_2014-06-20 1 2 2 2 2 7 8 9 10 11 12 13 13 14 15 16 17 18 19 20 21 22 22 23 24 25 26 26 27 27 27 27 28 29 29 30 31 32 33 33 33 33 34 34 35 36 37 38 38
EM_080067_2014-06-20 1 2 2 2 2 2 4 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 10 10 10 10
EM_080076_2014-06-22 1 2 2 2 2 7 8 9 10 11 12 13 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 27 28 29 29 29 30 31 31 32 33 34 35 36 36 36 37 37 38 39 40 41 41
EM_080132_2014-06-24 1 2 2 2 2 7 8 9 10 11 12 13 13 14 15 16 17 18 19 20 21 22 22 23 24 25 26 26 27 27 27 27 28 29 29 30 31 32 33 33 33 33 34 34 35 36 37 38 38
EM_080141_2014-06-25 1 2 2 2 2 7 8 9 10 11 12 13 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 27 28 28 28 28 29 30 30 31 32 33 34 35 35 35 36 36 37 38 39 40 40
EM_080165_2014-06-26 1 2 2 2 2 2 4 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 10 10 10 10
EM_080193_2014-06-29 1 2 2 2 2 7 8 9 10 11 12 13 13 14 15 16 17 18 19 20 21 22 22 23 24 25 26 26 27 27 27 27 28 29 29 30 31 32 33 33 33 33 34 34 35 36 37 38 38
EM_080213_2014-07-03 1 2 2 2 2 7 8 9 10 11 12 13 13 14 15 16 17 18 19 20 21 22 22 23 24 25 26 26 27 27 27 27 28 29 29 30 31 32 33 33 33 33 34 34 35 36 37 38 38
EM_080223_2014-07-04 1 2 2 2 2 2 4 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 10 10 10 10
EM_080253_2014-07-10 1 2 2 2 2 7 8 9 10 11 12 13 13 14 15 16 17 18 19 20 21 22 22 23 24 25 26 26 27 27 27 27 28 29 29 30 31 32 33 33 33 33 34 34 35 36 37 38 38
EM_080261_2014-07-12 1 2 2 2 2 2 4 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 9 9 9 9 9 9 9 9 9 9 9 9 9 9 10 10 10 10 10 10 10 10 11 11 11 11
EM_080265_2014-07-12 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 23 23 24 24 25 26 27 28 28 28 28 29 29 25 26 27 27 27
EM_080269_2014-07-12 1 2 2 2 2 2 4 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 10 10 10 10
Gueckedou-C05_2014-03-19 1 2 2 2 2 7 8 9 10 11 12 13 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 27 28 29 29 29 30 31 31 32 33 34 35 36 36 36 37 37 38 39 40 41 41
Gueckedou-C07_2014-03-20 1 2 2 2 2 7 8 9 10 11 12 13 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 27 28 29 29 29 30 31 31 32 33 34 35 36 36 36 37 37 38 39 40 41 41
Kissidougou-C15_2014-03-17 1 2 2 2 2 7 8 9 10 11 12 13 13 14 15 16 17 18 19 20 21 22 22 23 24 25 26 26 27 27 27 27 28 29 29 30 31 32 33 33 33 33 34 34 35 36 37 38 38
Goderich1_2015-02-19 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2
Makona-Italy-INMI1_2014-11-25 1 2 2 2 2 2 2 2 2 9 10 11 11 11 11 12 13 13 14 15 19 20 20 21 21 22 23 23 24 24 24 24 24 25 25 26 27 28 29 29 29 29 30 30 31 32 33 33 33
1027_2014-09-18 1 2 2 5 6 6 7 7 7 7 7 9 9 9 9 9 9 9 10 13 13 14 14 15 15 16 17 17 17 17 17 17 17 17 17 17 17 18 19 19 19 19 19 19 19 20 21 21 21
1039_2014-09-19 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 14 15 16 16 17 17 18 18 19 20 20 21 21 21 20 20 21 21 22 23 24 25 25 25 25 26 26 27 28 29 29 29
1043_2014-09-19 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 23 23 24 24 25 26 27 28 28 28 28 29 29 25 26 27 27 27
1047_2014-09-20 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 18 18 19 20 20 20 20 20 38 39 40 41 42 42
1059_2014-09-21 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 23 23 24 24 25 26 27 28 28 28 28 29 29 25 26 27 27 27
1063_2014-09-21 1 2 2 2 2 2 4 8 8 8 9 10 10 10 10 10 10 10 11 11 11 12 12 13 13 13 13 13 13 13 13 13 27 28 28 29 30 31 32 32 32 32 33 33 34 35 36 37 37
1069_2014-09-21 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 14 15 16 16 17 17 18 18 19 20 20 21 21 21 20 20 21 21 22 23 24 25 25 25 25 26 26 27 28 29 29 29
1081_2014-09-22 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 23 23 24 24 25 26 27 28 28 28 28 29 29 25 26 27 27 27
1100_2014-09-23 1 2 2 2 2 2 2 8 8 2 8 8 8 8 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 23 23 24 24 25 26 27 28 28 28 28 29 29 25 26 27 27 27
1104_2014-09-24 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 23 23 24 24 25 26 27 28 28 28 28 29 29 25 26 27 27 27
1105_2014-09-24 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 23 23 24 24 25 26 27 28 28 28 28 29 29 25 26 27 27 27
1116_2014-09-24 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 23 23 24 24 25 26 27 28 28 28 28 29 29 25 26 27 27 27
1120_2014-09-25 1 2 2 2 2 2 4 8 8 8 9 10 10 10 10 10 10 10 11 11 11 12 12 13 13 13 13 13 13 13 13 13 31 32 32 33 34 35 36 32 32 32 33 33 34 35 36 37 37
1121_2014-09-25 1 2 2 2 2 2 4 8 8 8 9 10 10 10 10 10 10 10 11 11 11 12 12 13 13 13 13 28 29 30 30 30 31 32 32 33 34 35 36 37 37 37 38 39 40 41 42 43 43
1128_2014-09-25 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 14 14 14 14 14 14 14 14 14 14 14 14 15 16 16 16 16 16 16 16 17 17 17 17
1129_2014-09-25 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 20 20 21 22 22 22 22 23 23 23 24 25 25 25
1149_2014-09-27 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 14 14 14 14 14 14 14 14 14 14 14 14 15 16 16 16 16 16 16 16 17 17 17 17
1193_2014-09-28 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 18 18 19 20 20 20 20 20 38 39 40 41 42 42
1205_2014-10-02 1 2 2 2 2 2 4 8 8 8 9 10 10 10 10 10 10 10 11 11 11 12 12 13 13 13 13 13 13 13 13 13 27 28 28 29 30 31 32 32 32 32 33 33 34 35 36 37 37
1210_2014-10-02 1 2 2 2 2 2 4 8 8 8 9 10 10 10 10 10 10 10 11 11 11 12 12 13 13 13 13 28 29 30 30 30 31 32 32 33 34 35 36 37 37 37 38 39 40 41 42 43 43
1211_2014-10-02 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 22 23 24 24 24 24 25 25 26 27 28 28 28
1213_2014-10-02 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 18 18 19 20 20 20 20 20 38 39 40 41 42 42
1215_2014-10-02 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 23 23 24 24 25 26 27 28 28 28 28 29 29 25 26 27 27 27
1249_2014-10-04 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 18 18 19 20 20 20 20 20 20 20 21 22 22 22
1250_2014-10-04 1 2 2 5 6 6 7 7 7 7 7 9 9 9 9 9 9 9 10 13 13 14 14 15 15 16 17 17 17 17 17 17 17 17 17 17 17 18 19 19 19 19 19 19 19 20 21 21 21
1274_2014-10-04 1 2 2 2 2 2 4 8 8 8 9 10 10 10 10 10 10 10 11 11 11 12 12 13 13 13 13 28 29 30 30 30 31 32 32 33 34 35 36 37 37 37 38 39 40 41 42 43 43
1277_2014-10-04 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 20 20 21 22 22 22 22 23 23 23 24 25 25 25
1278_2014-10-04 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 18 18 19 20 20 20 20 20 38 39 40 41 42 42
1279_2014-10-04 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 22 23 24 24 24 24 25 25 26 27 28 28 28
1283_2014-10-04 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 22 23 24 24 24 24 25 25 26 27 28 28 28
1298_2014-10-06 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 18 18 19 20 20 20 20 20 38 39 40 41 42 42
1316_2014-10-07 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 18 18 19 20 20 20 20 20 20 20 21 22 22 22
1320_2014-10-07 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 18 18 19 20 20 20 20 20 20 20 21 22 22 22
1321_2014-10-07 1 2 2 2 2 2 4 8 8 8 9 10 10 10 10 10 10 10 11 11 11 12 12 13 13 13 13 28 29 30 30 30 31 32 32 33 34 35 36 37 37 37 38 39 40 41 42 43 43
1327_2014-10-07 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 18 18 19 20 20 20 20 20 20 20 21 22 22 22
1331_2014-10-07 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 18 18 19 20 20 20 20 20 20 20 21 22 22 22
1333_2014-10-07 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 20 20 21 22 22 22 22 23 23 23 24 25 25 25
1339_2014-10-08 1 2 2 2 2 2 4 8 8 8 9 10 10 10 10 10 10 10 11 11 11 12 12 13 13 13 13 28 29 30 30 30 31 32 32 33 34 35 36 37 37 37 38 39 40 41 42 43 43
1340_2014-10-08 1 2 2 2 2 2 4 8 8 8 9 10 10 10 10 10 10 10 11 11 11 12 12 13 13 13 13 28 29 30 30 30 31 32 32 33 34 35 36 37 37 37 38 39 40 41 42 43 43
1341_2014-10-08 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 18 18 19 20 20 38 38 39 40 41 42 43 44 44
1342_2014-10-08 1 2 2 2 2 2 4 8 8 8 9 10 10 10 10 10 10 10 11 11 11 12 12 13 13 13 13 28 29 30 30 30 31 32 32 33 34 35 36 37 37 37 38 39 40 41 42 43 43
1355_2014-10-09 1 2 2 2 2 2 4 8 8 8 9 10 10 10 10 10 10 10 11 11 11 12 12 13 13 13 13 28 29 30 30 30 31 32 32 33 34 35 36 37 37 37 38 39 40 41 42 43 43
1365_2014-10-09 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 23 23 24 24 25 26 27 28 28 28 28 29 29 25 26 27 27 27
1371_2014-10-10 1 2 2 2 2 2 4 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 10 10 10 10
1374_2014-10-10 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 18 18 19 20 20 20 20 20 20 20 21 22 22 22
1394_2014-10-11 1 2 2 2 2 2 4 8 8 8 9 10 10 10 10 10 10 10 11 11 11 12 12 13 13 13 13 13 13 13 13 13 27 28 28 29 30 31 32 32 32 32 33 33 34 35 36 37 37
1436_2014-10-13 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 18 18 19 20 20 20 20 20 38 39 40 41 42 42
1445_2014-10-14 1 2 2 2 2 2 4 8 8 8 9 10 10 10 10 10 10 10 11 11 11 12 12 13 13 13 13 28 29 30 30 30 31 32 32 33 34 35 36 37 37 37 38 39 40 41 42 43 43
1454_2014-10-14 1 2 2 2 2 2 4 8 8 8 9 10 10 10 10 10 10 10 11 11 11 12 12 13 13 13 13 13 13 13 13 13 27 28 28 29 30 31 32 32 32 32 33 33 34 35 36 37 37
1480_2014-10-15 1 2 2 2 2 2 4 8 8 8 9 10 10 10 10 10 10 10 11 11 11 12 12 13 13 13 13 13 13 13 13 13 27 28 28 29 30 31 32 32 32 32 33 33 34 35 36 37 37
1481_2014-10-15 1 2 2 2 2 2 4 8 8 8 9 10 10 10 10 10 10 10 11 11 11 12 12 13 13 13 13 13 13 13 13 13 27 28 28 29 30 31 32 32 32 32 33 33 34 35 36 37 37
1491_2014-10-16 1 2 2 2 2 2 4 8 8 8 9 10 10 10 10 10 10 10 11 11 11 12 12 13 13 13 13 13 13 13 13 13 27 28 28 29 30 31 32 32 32 32 33 33 34 35 36 37 37
1551_2014-10-18 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 18 18 19 20 20 20 20 20 20 20 21 22 22 22
1561_2014-10-19 1 2 2 2 2 2 4 8 8 8 9 10 10 10 10 10 10 10 11 11 11 12 12 13 13 13 13 28 29 30 30 30 31 32 32 33 34 35 36 37 37 37 38 39 40 41 42 43 43
1567_2014-10-18 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 14 15 16 16 17 17 18 18 19 20 20 21 21 21 20 20 21 21 22 23 24 25 25 25 25 26 26 27 28 29 29 29
1568_2014-10-18 1 2 2 2 2 2 4 8 8 8 9 10 10 10 10 10 10 10 11 11 11 12 12 13 13 13 13 28 29 30 30 30 31 32 32 33 34 35 36 37 37 37 38 39 40 41 42 43 43
1571_2014-10-20 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 14 15 16 16 17 17 18 18 19 20 20 21 21 21 20 20 21 21 22 23 24 25 25 25 25 26 26 27 28 29 29 29
1622_2014-10-22 1 2 2 2 2 2 4 8 8 8 9 10 10 10 10 10 10 10 11 11 11 12 12 13 13 13 13 28 29 30 30 30 31 32 32 33 34 35 36 37 37 37 38 39 40 41 42 43 43
1623_2014-10-24 1 2 2 2 2 2 4 8 8 8 9 10 10 10 10 10 10 10 11 11 11 12 12 13 13 13 13 28 29 30 30 30 31 32 32 33 34 35 36 37 37 37 38 39 40 41 42 43 43
1648_2014-10-23 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 18 18 19 20 20 20 20 20 38 39 40 41 42 42
1651_2014-10-24 1 2 2 5 6 6 7 7 7 7 7 9 9 9 9 9 9 9 10 13 13 14 14 15 15 16 17 17 17 17 17 17 17 17 17 17 17 18 19 19 19 19 19 19 19 20 21 21 21
1652_2014-10-24 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 18 18 19 20 20 20 20 20 20 20 21 22 22 22
1686_2014-10-24 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 18 18 19 20 20 20 20 20 38 39 40 41 42 42
1689_2014-10-25 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 18 18 19 20 20 20 20 20 38 39 40 41 42 42
1690_2014-10-25 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 20 20 21 22 22 22 22 23 23 23 24 25 25 25
505_2014-07-24 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 23 23 24 24 25 26 27 28 28 28 28 29 29 25 26 27 27 27
507_2014-07-24 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 23 23 24 24 25 26 27 28 28 28 28 29 29 25 26 27 27 27
509_2014-07-24 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 23 23 24 24 25 26 27 28 28 28 28 29 29 25 26 27 27 27
517_2014-07-24 1 2 2 2 2 7 8 9 10 11 12 13 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 27 28 28 28 28 29 30 30 31 32 33 34 35 35 35 36 36 37 38 39 40 40
531_2014-07-27 1 2 2 2 2 7 8 9 10 11 12 13 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 27 28 28 28 28 29 30 30 31 32 33 34 35 35 35 36 36 37 38 39 40 40
573_2014-08-02 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 23 23 24 24 25 26 27 28 28 28 28 29 29 25 26 27 27 27
653_2014-08-15 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 22 23 24 24 24 24 25 25 26 27 28 28 28
657_2014-08-16 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 23 23 24 24 25 26 27 28 28 28 28 29 29 25 26 27 27 27
678_2014-08-19 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 23 23 24 24 25 26 27 28 28 28 28 29 29 25 26 27 27 27
684_2014-08-20 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 14 15 16 16 17 17 18 18 19 20 20 21 21 21 20 20 21 21 22 23 24 25 25 25 25 26 26 27 28 29 29 29
691_2014-08-21 1 2 2 2 2 2 4 8 8 8 9 10 10 10 10 10 10 10 11 11 11 12 12 13 13 13 13 28 29 30 30 30 31 32 32 33 34 35 36 37 37 37 38 39 40 41 42 43 43
701_2014-08-22 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 23 23 24 24 25 26 27 28 28 28 28 29 29 25 26 27 27 27
740_2014-08-26 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 23 23 24 24 25 26 27 28 28 28 28 29 29 25 26 27 27 27
742_2014-08-26 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 23 23 24 24 25 26 27 28 28 28 28 29 29 25 26 27 27 27
768_2014-08-27 1 2 2 2 2 2 4 8 8 8 9 10 10 10 10 10 10 10 11 11 11 12 12 13 13 13 13 13 13 13 13 13 27 28 28 29 30 31 32 32 32 32 33 33 34 35 36 37 37
786_2014-08-28 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 23 23 24 24 25 26 27 28 28 28 28 29 29 25 26 27 27 27
787_2014-08-28 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 23 23 24 24 25 26 27 28 28 28 28 29 29 25 26 27 27 27
789_2014-08-29 1 2 2 2 2 2 4 8 8 8 9 10 10 10 10 10 10 10 11 11 11 12 12 13 13 13 13 28 29 30 30 30 31 32 32 33 34 35 36 37 37 37 38 39 40 41 42 43 43
955_2014-09-11 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 14 15 16 16 17 17 18 18 19 20 20 21 21 21 20 20 21 21 22 23 24 25 25 25 25 26 26 27 28 29 29 29
976_2014-09-14 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 23 23 24 24 25 26 27 28 28 28 28 29 29 25 26 27 27 27
989_2014-09-15 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 14 15 16 16 17 17 18 18 19 20 20 21 21 21 20 20 21 21 22 23 24 25 25 25 25 26 26 27 28 29 29 29
Conakry_633_2014-08-12 1 2 2 2 2 2 4 8 8 8 9 10 10 10 10 10 10 10 11 11 11 12 12 13 13 13 13 28 29 30 30 30 31 32 32 33 34 35 36 37 37 37 38 39 40 41 42 43 43
Conakry_645_2014-08-14 1 2 2 2 2 2 4 8 8 8 9 10 10 10 10 10 10 10 11 11 11 12 12 13 13 13 13 13 13 13 13 13 27 28 28 29 30 31 32 32 32 32 33 33 34 35 36 37 37
Makona-Mali-DPR1_2014-10-23 1 2 2 2 2 2 4 8 8 8 9 10 10 10 10 10 10 10 11 11 11 12 12 13 13 13 13 13 13 13 13 13 27 28 28 29 30 31 32 32 32 32 33 33 34 35 36 37 37
Makona-Mali-DPR2_2014-11-12 1 2 2 2 2 2 4 8 8 8 9 10 10 10 10 10 10 10 11 11 11 12 12 13 13 13 13 13 13 13 13 13 27 28 28 29 30 31 32 32 32 32 33 33 34 35 36 37 37
Makona-UK2_2014-12-29 1 2 2 2 2 2 2 2 2 2 2 2 2 12 13 14 15 16 17 18 18 19 19 20 20 21 22 22 23 23 23 22 22 23 23 24 25 26 27 27 27 27 28 28 29 30 31 31 31
Makona-UK3_2015-03-12 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2
Makona-UK1.1_2014-08-25 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 22 23 24 24 24 24 25 25 26 27 28 28 28
J0001_2014-09-27 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5
J0002_2014-09-27 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5
J0003_2014-09-28 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 14 15 16 16 17 17 18 18 19 20 20 21 21 21 20 20 21 21 22 23 24 25 25 25 25 26 26 27 28 29 29 29
J0004_2014-09-28 1 2 2 2 2 2 2 2 2 2 2 2 2 12 13 14 15 16 17 18 18 19 19 20 20 21 22 22 23 23 23 22 22 23 23 24 25 26 27 27 27 27 28 28 29 30 31 31 31
J0005_2014-09-26 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5
J0006_2014-09-28 1 2 2 2 2 2 2 2 2 2 2 2 2 12 13 14 15 16 17 18 18 19 19 20 20 21 22 22 23 23 23 22 22 23 23 24 25 26 27 27 27 27 28 28 29 30 31 31 31
