Isolate K_2 K_3 K_4 K_5 K_6 K_7 K_8 K_9 K_10 K_11 K_12 K_13 K_14 K_15 K_16 K_17 K_18 K_19 K_20 K_21 K_22 K_23 K_24 K_25 K_26 K_27 K_28 K_29 K_30 K_31 K_32 K_33 K_34 K_35 K_36 K_37 K_38 K_39 K_40 K_41 K_42 K_43 K_44 K_45 K_46 K_47 K_48 K_49 K_50
77648_EMLK_2015-01-07 1 2 2 2 2 2 2 2 2 2 2 2 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 31 32 33 34 34 35 36 37 38 39 40 41 42 43 44 45 46 47 47
77649_EMLK_2015-01-07 1 2 2 2 2 2 2 2 2 2 2 2 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 31 32 33 34 34 35 36 37 38 39 40 41 42 43 44 45 46 47 47
12615_EMLH_2015-03-22 1 2 2 2 2 2 2 2 2 9 10 11 11 11 11 12 13 13 14 15 15 16 16 17 17 18 19 19 19 19 19 31 32 33 33 34 35 36 37 38 39 39 40 41 42 43 44 45 45
15207R_EMLK_2015-05-29 1 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4
15438R_EMLK_2015-06-14 1 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4
18638R_EMLH_2015-07-08 1 1 3 3 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 15 15 15 15 15 15 15 16 16 16 16
19560R_EMLK_2015-07-07 1 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4
356_EMLH_2015-01-21 1 2 2 2 2 2 2 2 2 2 2 2 2 12 13 14 15 16 17 18 18 19 19 20 20 21 22 22 23 23 23 22 22 23 23 24 25 26 27 27 27 27 28 28 29 30 31 31 31
651_EMLH_2015-02-07 1 2 2 2 2 2 2 2 9 10 11 12 12 13 14 15 16 17 18 19 20 21 21 22 23 24 25 25 26 26 26 26 26 27 27 28 29 30 31 31 31 31 32 32 33 34 35 35 35
75711_EMLH_2015-01-15 1 2 2 2 2 2 2 2 2 9 10 11 11 11 11 12 13 13 14 15 15 16 16 17 17 18 19 19 19 19 19 19 19 20 20 21 21 22 23 23 23 23 24 24 24 25 26 26 26
75722_EMLH_2015-01-15 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 14 14 14 14 14 14 14 14 14 14 14 14 15 16 16 16 16 16 16 16 17 17 17 17
75731_EMLH_2015-01-16 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5
75779_EMLH_2015-01-19 1 2 2 2 2 2 2 2 2 2 2 2 2 12 13 14 15 16 17 18 18 19 19 20 20 21 22 22 23 23 23 22 22 23 23 24 25 26 27 27 27 27 28 28 29 30 31 31 31
762_EMLH_2015-02-12 1 2 2 2 2 2 2 2 9 10 11 12 12 13 14 15 16 17 18 19 20 21 21 22 23 24 25 25 26 26 26 26 26 27 27 28 29 30 31 31 31 31 32 32 33 34 35 35 35
PL7483_2015-05-31 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
PL7834_2015-06-10 1 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 22 23 24 24 25 25 25 25 25 26 26 27 28 29 30 30 30 30 31 31 32 33 34 34 34
12634_EMLH_2015-03-24 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
12705_EMLH_2015-03-29 1 2 2 2 2 2 2 2 2 9 10 11 11 11 11 12 13 13 14 15 19 20 20 21 21 22 23 23 24 24 24 24 24 25 25 26 27 28 29 29 29 29 30 30 31 32 33 33 33
442_EMLH_2015-01-26 1 2 2 2 2 2 2 2 9 10 11 12 12 13 14 15 16 17 18 19 20 21 21 22 23 24 25 25 26 26 26 26 26 27 27 28 29 30 31 31 31 31 32 32 33 34 35 35 35
MK0367_2014-12-21 1 2 2 2 2 2 2 2 2 2 2 2 2 2 12 13 14 15 16 17 17 18 18 19 19 20 21 21 22 22 22 21 21 22 22 23 24 25 26 26 26 26 27 27 28 29 30 30 30
MK0369_2014-12-21 1 2 2 2 2 2 2 2 2 2 2 2 2 2 12 13 14 15 16 17 17 18 18 19 19 20 21 21 22 22 22 21 21 22 36 37 38 39 40 41 42 43 44 45 46 47 48 49 49
MK0375_2014-12-22 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 23 23 24 24 25 26 27 28 28 28 28 29 29 25 26 27 27 27
MK0379_2014-12-22 1 2 2 2 2 2 2 2 2 2 2 2 2 2 12 13 14 15 16 17 17 18 18 19 19 20 21 21 22 22 22 21 21 22 36 37 38 39 40 41 42 43 44 45 46 47 48 49 49
MK0384_2014-12-22 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5
MK0388_2014-12-22 1 2 2 2 2 2 2 2 2 2 2 2 2 2 12 13 14 15 16 17 17 18 18 19 19 20 21 21 22 22 22 21 21 22 36 37 38 39 40 41 42 43 44 45 46 47 48 49 49
MK0425_2014-12-23 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 23 23 24 24 25 26 27 28 28 28 28 29 29 25 26 27 27 27
MK0431_2014-12-23 1 2 2 2 2 2 2 2 2 2 2 2 2 2 12 13 14 15 16 17 17 18 18 19 19 20 21 21 22 22 22 21 21 22 36 37 38 39 40 41 42 43 44 45 46 47 48 49 49
MK0433_2014-12-23 1 2 2 2 2 2 2 2 2 2 2 2 2 2 12 13 14 15 16 17 17 18 18 19 19 20 21 21 22 22 22 21 21 22 36 37 38 39 40 41 42 43 44 45 46 47 48 49 49
MK0434_2014-12-23 1 2 2 2 2 2 2 2 2 2 2 2 2 2 12 13 14 15 16 17 17 18 18 19 19 20 21 21 22 22 22 21 21 22 36 37 38 39 40 41 42 43 44 45 46 47 48 49 49
MK0491_2014-12-23 1 2 2 2 2 2 2 2 2 2 2 2 2 2 12 13 14 15 16 17 17 18 18 19 19 20 21 21 22 22 22 21 21 22 36 37 38 39 40 41 42 43 44 45 46 47 48 49 49
MK0531_2014-12-26 1 2 2 2 2 2 2 2 2 2 2 2 2 2 12 13 14 15 16 17 17 18 18 19 19 20 21 21 22 22 22 21 21 22 22 23 24 25 26 26 26 26 27 27 28 29 30 30 30
MK0533_2014-12-26 1 2 2 2 2 2 2 2 2 2 2 2 2 2 12 13 14 15 16 17 17 18 18 19 19 20 21 21 22 22 22 21 21 22 36 37 38 39 40 41 42 43 44 45 46 47 48 49 49
MK0549_2014-12-27 1 2 2 2 2 2 2 2 2 2 2 2 2 2 12 13 14 15 16 17 17 18 18 19 19 20 21 21 22 22 22 21 21 22 36 37 38 39 40 41 42 43 44 45 46 47 48 49 49
MK0592_2014-12-28 1 2 2 2 2 2 2 2 2 9 10 11 11 11 11 12 13 13 14 15 15 16 16 17 17 18 19 19 19 19 19 19 19 20 20 21 21 22 23 23 23 23 24 24 24 25 26 26 26
MK0607_2014-12-28 1 2 2 2 2 2 2 2 2 2 2 2 2 2 12 13 14 15 16 17 17 18 18 19 19 20 21 21 22 22 22 21 21 22 36 37 38 39 40 41 42 43 44 45 46 47 48 49 49
MK0704_2014-12-31 1 2 2 2 2 2 2 2 2 9 10 11 11 11 11 12 13 13 14 15 15 16 16 17 17 18 19 19 19 19 19 19 19 20 20 21 21 22 23 23 23 23 24 24 24 25 26 26 26
MK0723_2015-01-01 1 2 2 2 2 2 2 2 2 2 2 2 2 2 12 13 14 15 16 17 17 18 18 19 19 20 21 21 22 22 22 21 21 22 36 37 38 39 40 41 42 43 44 45 46 47 48 49 49
MK0766_2015-01-02 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 23 23 24 24 25 26 27 28 28 28 28 29 29 25 26 27 27 27
MK0849_2015-01-05 1 2 2 2 2 2 2 2 2 2 2 2 2 2 12 13 14 15 16 17 17 18 18 19 19 20 21 21 22 22 22 21 21 22 36 37 38 39 40 41 42 43 44 45 46 47 48 49 49
MK1036_2015-01-11 1 2 2 2 2 2 2 2 2 2 2 2 2 2 12 13 14 15 16 17 17 18 18 19 19 20 21 21 22 22 22 21 21 22 36 37 38 39 40 41 42 43 44 45 46 47 48 49 49
MK2282_2015-02-22 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
MK2283_2015-02-22 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
MK2307_2015-02-23 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2
MK2506_2015-02-27 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
MK2656_2015-03-03 1 2 2 2 2 2 2 2 2 9 10 11 11 11 11 12 13 13 14 15 15 16 16 17 17 18 19 19 19 19 19 19 19 20 20 21 21 22 23 23 23 23 24 24 24 25 26 26 26
MK2717_2015-03-04 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2
MK2789_2015-03-07 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
MK2900_2015-03-10 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
MK2918_2015-03-10 1 2 2 2 2 2 2 2 2 9 10 11 11 11 11 12 13 13 14 15 15 16 16 17 17 18 19 19 19 19 19 19 19 20 20 21 21 22 23 23 23 23 24 24 24 25 26 26 26
MK3183_2015-03-17 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2
PL4127_2015-02-28 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 9 9 9 9 9 10 10 10 10 10 10 10 10 10 10 10 10 10 10 11 11 11 11 11 11 11 11 12 12 12 12
PL4169_2015-03-01 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 9 9 9 9 9 10 10 10 10 10 10 10 10 10 10 10 10 10 10 11 11 11 11 11 11 11 11 12 12 12 12
PL4256_2015-03-03 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 9 9 9 9 9 10 10 10 10 10 10 10 10 10 10 10 10 10 10 11 11 11 11 11 11 11 11 12 12 12 12
PL4292_2015-03-03 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
PL4330_2015-03-05 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 9 9 9 9 9 10 10 10 10 10 10 10 10 10 10 10 10 10 10 11 11 11 11 11 11 11 11 12 12 12 12
PL4432_2015-03-07 2 3 4 4 5 5 6 6 6 6 6 6 6 6 6 11 12 12 13 14 14 15 15 16 16 17 18 18 18 18 18 18 18 18 18 18 18 19 20 20 20 20 20 20 20 21 22 22 22
PL4736_2015-03-13 1 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 22 23 24 24 25 25 25 25 25 26 26 27 28 29 30 30 30 30 31 31 32 33 34 34 50
KT4828_2015-02-10 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2
KT4935_2015-02-11 1 2 2 2 2 2 2 2 2 2 2 2 2 12 13 14 15 16 17 18 18 19 19 20 20 21 22 22 23 23 23 22 22 23 23 24 25 26 27 27 27 27 28 28 29 30 31 31 31
MK0020_2014-12-08 1 2 2 2 2 2 2 2 2 9 10 11 11 11 11 12 13 13 14 15 15 16 16 17 17 18 19 19 19 19 19 19 19 20 20 21 21 22 23 23 23 23 24 24 24 25 26 26 26
MK0024_2014-12-08 1 2 2 2 2 2 2 2 2 2 2 2 2 2 12 13 14 15 16 17 17 18 18 19 19 20 21 21 22 22 22 21 21 22 22 23 24 25 26 26 26 26 27 27 28 29 30 30 30
MK0085_2014-12-10 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 23 23 24 24 25 26 27 28 28 28 28 29 29 25 26 27 27 27
MK0664_2014-12-30 1 2 2 2 2 2 2 2 2 2 2 2 2 2 12 13 14 15 16 17 17 18 18 19 19 20 21 21 22 22 22 21 21 22 22 23 24 25 26 26 26 26 27 27 28 29 30 30 30
MK0725_2015-01-01 1 2 2 2 2 2 2 2 2 9 10 11 11 11 11 12 13 13 14 15 15 16 16 17 17 18 19 19 19 19 19 19 19 20 20 21 21 22 23 23 23 23 24 24 24 25 26 26 26
MK0894_2015-01-06 1 2 2 2 2 2 2 2 2 9 10 11 11 11 11 12 13 13 14 15 15 16 16 17 17 18 19 19 19 19 19 19 19 20 20 21 21 22 23 23 23 23 24 24 24 25 26 26 26
020380_EMLK_2015-08-28 1 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4
020484_EMLK_2015-09-04 1 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4
10402_EMLK_2015-02-10 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2
10415_EMLK_2015-02-10 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
10454_EMLK_2015-02-12 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2
10455_EMLK_2015-02-12 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
12004_EMLH_2015-02-14 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 14 14 14 14 14 14 14 14 14 14 14 14 15 16 16 16 16 16 16 16 17 17 17 17
12161_EMLH_2015-02-21 1 2 2 2 2 2 2 2 2 2 2 2 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 31 32 33 34 34 35 36 37 38 39 40 41 42 43 44 45 46 47 47
12178_EMLH_2015-02-22 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
12179_EMLH_2015-02-22 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
14521_EMLK_2015-02-13 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2
14782_EMLK_2015-04-23 1 2 2 2 2 2 2 2 2 2 2 2 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 31 32 33 34 34 35 36 37 38 39 40 41 42 43 44 45 46 47 47
14795_EMLK_2015-04-25 1 2 2 5 6 6 7 7 7 7 7 9 9 9 9 9 9 9 10 13 13 14 14 15 15 16 17 17 17 17 17 17 17 17 17 17 17 18 19 19 19 19 19 19 19 20 21 21 21
14830_EMLK_2015-04-27 1 2 2 2 2 2 2 2 2 2 2 2 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 31 32 33 34 34 35 36 37 38 39 40 41 42 43 44 45 46 47 47
14846_EMLK_2015-04-29 1 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 22 23 24 24 25 25 25 25 25 26 26 27 28 29 30 30 30 30 31 31 32 33 34 34 34
20525_EMLK_2015-09-06 1 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4
20547_EMLK_2015-09-07 1 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4
361_EMLH_2015-01-21 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5
362_EMLH_2015-01-21 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 9 9 9 9 9 10 10 10 10 10 10 10 10 10 10 10 10 10 10 11 11 11 11 11 11 11 11 12 12 12 12
375_EMLH_2015-01-21 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 23 23 24 24 25 26 27 28 28 28 28 29 29 30 31 32 32 32
380_EMLH_2015-01-22 1 2 2 2 2 2 2 2 2 2 2 2 2 12 13 14 15 16 17 18 18 19 19 20 20 21 22 22 23 23 23 22 22 23 23 24 25 26 27 27 27 27 28 28 29 30 31 31 31
389_EMLH_2015-01-23 1 2 2 2 2 2 2 2 9 10 11 12 12 13 14 15 16 17 18 19 20 21 21 22 23 24 25 25 26 26 26 26 26 27 27 28 29 30 31 31 31 31 32 32 33 34 35 35 35
402_EMLH_2015-01-23 1 2 2 2 2 2 2 2 9 10 11 12 12 13 14 15 16 17 18 19 20 21 21 22 23 24 25 25 26 26 26 26 26 27 27 28 29 30 31 31 31 31 32 32 33 34 35 35 35
405_EMLH_2015-01-24 1 2 2 2 2 2 2 2 2 2 2 2 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 31 32 33 34 34 35 36 37 38 39 40 41 42 43 44 45 46 47 47
408_EMLH_2015-01-24 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 14 14 14 14 14 14 14 14 14 14 14 14 15 16 16 16 16 16 16 16 17 17 17 17
413_EMLH_2015-01-24 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 32 33 34 35 35 36 37 38 39 40 41 42 43 44 45 46 47 48 48
466_EMLH_2015-01-28 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 23 23 24 24 25 26 27 28 28 28 28 29 29 25 26 27 27 27
468_EMLH_2015-01-29 1 2 2 2 2 2 2 2 9 10 11 12 12 13 14 15 16 17 18 19 20 21 21 22 23 24 25 25 26 26 26 26 26 27 27 28 29 30 31 31 31 31 32 32 33 34 35 35 35
470_EMLH_2015-01-29 1 2 2 2 2 2 2 2 9 10 11 12 12 13 14 15 16 17 18 19 20 21 21 22 23 24 25 25 26 26 26 26 26 27 27 28 29 30 31 31 31 31 32 32 33 34 35 35 35
473_EMLH_2015-01-29 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5
480_EMLH_2015-01-29 1 2 2 2 2 2 2 2 9 10 11 12 12 13 14 15 16 17 18 19 20 21 21 22 23 24 25 25 26 26 26 26 26 27 27 28 29 30 31 31 31 31 32 32 33 34 35 35 35
489_EMLH_2015-01-30 1 2 2 2 2 2 2 2 9 10 11 12 12 13 14 15 16 17 18 19 20 21 21 22 23 24 25 25 26 26 26 26 26 27 27 28 29 30 31 31 31 31 32 32 33 34 35 35 35
508_EMLH_2015-01-31 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5
511_EMLH_2015-02-01 1 2 2 2 2 2 2 2 9 10 11 12 12 13 14 15 16 17 18 19 20 21 21 22 23 24 25 25 26 26 26 26 26 27 27 28 29 30 31 31 31 31 32 32 33 34 35 35 35
518_EMLH_2015-02-02 1 2 2 2 2 2 2 2 9 10 11 12 12 13 14 15 16 17 18 19 20 21 21 22 23 24 25 25 26 26 26 26 26 27 27 28 29 30 31 31 31 31 32 32 33 34 35 35 35
539_EMLH_2015-02-02 1 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5
554_EMLH_2015-02-03 1 2 2 2 2 2 2 2 9 10 11 12 12 13 14 15 16 17 18 19 20 21 21 22 23 24 25 25 26 26 26 26 26 27 27 28 29 30 31 31 31 31 32 32 33 34 35 35 35
611_EMLH_2015-02-05 1 2 2 2 2 2 2 2 9 10 11 12 12 13 14 15 16 17 18 19 20 21 21 22 23 24 25 25 26 26 26 26 26 27 27 28 29 30 31 31 31 31 32 32 33 34 35 35 35
614_EMLH_2015-02-05 1 2 2 2 2 2 2 2 9 10 11 12 12 13 14 15 16 17 18 19 20 21 21 22 23 24 25 25 26 26 26 26 26 27 27 28 29 30 31 31 31 31 32 32 33 34 35 35 35
632_EMLH_2015-02-06 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 32 33 34 35 35 36 37 38 39 40 41 42 43 44 45 46 47 48 48
634_EMLH_2015-02-06 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 32 33 34 35 35 36 37 38 39 40 41 42 43 44 45 46 47 48 48
705_EMLH_2015-02-09 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 32 33 34 35 35 36 37 38 39 40 41 42 43 44 45 46 47 48 48
731_EMLH_2015-02-11 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
732_EMLH_2015-02-11 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
741_EMLH_2015-02-11 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2
75685_EMLH_2015-01-14 1 2 2 2 2 2 2 2 2 2 2 2 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 31 32 33 34 34 35 36 37 38 39 40 41 42 43 44 45 46 47 47
75688_EMLH_2015-01-14 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 9 9 9 9 9 10 10 10 10 10 10 10 10 10 10 10 10 10 10 11 11 11 11 11 11 11 11 12 12 12 12
75750_EMLH_2015-01-17 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 23 23 24 24 25 26 27 28 28 28 28 29 29 30 31 32 32 32
77706_EMLK_2015-01-10 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 23 23 24 24 25 26 27 28 28 28 28 29 29 30 31 32 32 32
77710_EMLK_2015-01-10 1 2 2 2 2 2 2 2 2 2 2 2 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 31 32 33 34 34 35 36 37 38 39 40 41 42 43 44 45 46 47 47
77711_EMLK_2015-01-10 1 2 2 2 2 2 2 2 2 2 2 2 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 31 32 33 34 34 35 36 37 38 39 40 41 42 43 44 45 46 47 47
77712_EMLK_2015-01-10 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 32 33 34 35 35 36 37 38 39 40 41 42 43 44 45 46 47 48 48
77716_EMLK_2015-01-10 1 2 2 2 2 2 2 2 2 2 2 2 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 31 32 33 34 34 35 36 37 38 39 40 41 42 43 44 45 46 47 47
793_EMLH_2015-02-13 1 2 2 2 2 2 2 2 9 10 11 12 12 13 14 15 16 17 18 19 20 21 21 22 23 24 25 25 26 26 26 26 26 27 27 28 29 30 31 31 31 31 32 32 33 34 35 35 35
KT5245_2015-02-22 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2
MK0045_2014-12-09 1 2 2 2 2 2 2 2 2 2 2 2 2 2 12 13 14 15 16 17 17 18 18 19 19 20 21 21 22 22 22 21 21 22 22 23 24 25 26 26 26 26 27 27 28 29 30 30 30
MK1000_2015-01-10 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 20 20 20 23 23 24 24 25 26 27 28 28 28 28 29 29 25 26 27 27 27
MK1014_2015-01-10 1 2 2 2 2 2 2 2 2 2 2 2 2 2 12 13 14 15 16 17 17 18 18 19 19 20 21 21 22 22 22 21 21 22 36 37 38 39 40 41 42 43 44 45 46 47 48 49 49
